name,Age,Experience (Years),Salary ($),Department,profit,Satisfaction Level,Work Hours Per Week,Projects Handled,Certifications,Remote Work (Days/Week),Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,Parameter_11,Parameter_12,Parameter_13,Parameter_14,Parameter_15,Parameter_16,Parameter_17,Parameter_18,Parameter_19,Parameter_20,Parameter_21,Parameter_22,Parameter_23,Parameter_24,Parameter_25,Parameter_26,Parameter_27,Parameter_28,Parameter_29,Parameter_30,Parameter_31,Parameter_32,Parameter_33,Parameter_34,Parameter_35,Parameter_36,Parameter_37,Parameter_38,Parameter_39,Parameter_40,Parameter_41,Parameter_42,Parameter_43,Parameter_44,Parameter_45,Parameter_46,Parameter_47,Parameter_48,Parameter_49
Employee_107,35,10,146105,IT,9,0.3874977920451855,45,18,0,1,87,0.562528506235344,Medium,33,0.1633357689764554,Medium,23,0.604775625602761,High,1,0.1056966605874184,Medium,78,0.7220236619665391,Medium,67,0.4122859770533728,High,63,0.1743886191422324,Low,60,0.0239934071535631,Medium,83,0.9656315399706844,Low,19,0.4258924843784143,Medium,12,0.5432110126300869,Low,9,0.6167862621812307,Medium,63,0.3509287438525267,Low,41,0.5155664438681281,Medium,43,0.4469331817915275,High,48,0.3268801449408987,High,70
Employee_108,45,3,79958,Sales,5,0.1970819122375107,48,15,2,2,5,0.0429479199701133,High,52,0.1906202312542988,Medium,87,0.8444202726858246,Low,46,0.2554050558775893,Medium,89,0.2689609270141374,Low,98,0.0187448057175466,Low,79,0.9891411526460028,Low,89,0.1521217392736767,Low,50,0.3617671541943879,Medium,31,0.1978836314891203,Low,27,0.7673123150057978,Low,45,0.1645084925688521,Medium,31,0.7182672690168264,High,64,0.9266755522515868,Low,76,0.6727719503888503,Medium,98,0.5271458559965492,Low,8
Employee_109,47,14,38801,Finance,6,0.0291856906895474,59,15,0,1,12,0.7075769304557493,High,18,0.0651150050526248,High,27,0.8336712409816961,Medium,98,0.2042105310476836,Medium,17,0.35041990624747,Low,1,0.1844687736651168,Low,44,0.0126523298714757,Medium,55,0.9420023135999716,Medium,6,0.9736240999918092,Low,47,0.9805810651846596,High,17,0.0441749836347528,High,21,0.9512919979836192,Medium,43,0.5107634161271397,Low,99,0.7714734308630118,Low,48,0.264614814586391,Medium,8,0.9721787329885598,Medium,71
Employee_110,28,23,134944,Marketing,5,0.4676290037574574,59,4,0,3,7,0.860592280916479,Low,50,0.3363443739934058,High,9,0.2277603537067011,Low,9,0.0624280704852135,High,58,0.9468138179428706,High,4,0.2341712225682368,Low,50,0.2732695790807783,High,50,0.6449779956279884,High,18,0.3104536508373655,Low,90,0.0491307855889614,Low,44,0.2327439760075947,Low,47,0.1526419453772204,Medium,72,0.684233677171174,Medium,87,0.3313870995881899,Low,2,0.8247339757669594,High,25,0.9097474830497604,High,15
Employee_111,25,25,103999,IT,1,0.241158065426102,51,3,2,1,37,0.2790948295524148,High,10,0.9939353691349272,High,58,0.5375150790565583,Low,22,0.973610191905679,Low,95,0.2611850568209231,Low,77,0.6720771067788245,High,65,0.1682194381361991,Medium,34,0.1856752174899462,Low,80,0.4756429305424714,High,38,0.0399434482847649,High,70,0.2877461562608094,Medium,35,0.0205203857198099,Medium,69,0.1665780541853445,Medium,73,0.1495536518023217,High,53,0.9160449034853034,High,5,0.1070256958948724,Low,42
Employee_112,50,5,61282,Marketing,4,0.445585573681683,53,15,2,4,30,0.192929079418486,High,90,0.7653468781532057,High,37,0.7898708999045689,High,47,0.6058062420327267,High,58,0.7327001340399951,High,92,0.4435914147331395,Low,3,0.4001736908913904,Low,68,0.9232393717216716,Low,68,0.0873076611860818,High,96,0.6656462731983367,High,68,0.0298545856005635,Medium,59,0.4607029755445788,Medium,84,0.2323626263665452,High,26,0.6985502108139198,Low,72,0.8474108322532803,Medium,1,0.2342401513850167,Medium,75
Employee_113,27,21,65255,Sales,2,0.8084098022796262,30,14,3,4,45,0.3957145875883965,Medium,19,0.5993141523849211,Low,24,0.0185826440014498,Low,53,0.7855889413950918,Medium,40,0.8962959078907031,Low,75,0.8119641506850371,High,87,0.1483608254335344,Medium,80,0.143923801101825,Medium,79,0.0466012154563493,Medium,45,0.0787946781630639,Low,68,0.26448546838772,Medium,55,0.008284793732567,Medium,17,0.7619991985963261,High,11,0.0146406875952712,Medium,4,0.2607043328757341,Low,68,0.0017836944845963,Medium,88
Employee_114,22,2,54361,Marketing,3,0.870046711394271,34,5,4,4,64,0.0294833109798229,High,19,0.6339989206591277,High,12,0.9712534865114464,Low,49,0.7818799541192549,High,67,0.537627152370945,High,65,0.3065313919832367,High,53,0.7170820776471656,High,37,0.9317728212530424,Medium,67,0.454331002652255,Medium,92,0.4853342661012909,Medium,77,0.1889435568777193,High,29,0.1564537926938798,Medium,23,0.3723284296139628,Medium,28,0.1486218607313291,High,5,0.4234897981088307,Medium,76,0.2255189176400739,Medium,62
Employee_115,50,6,149705,IT,4,0.9709741784704584,58,10,3,2,36,0.5056248810759879,Low,79,0.7686712374411525,High,76,0.1951308188528439,High,38,0.0189740059373768,Medium,20,0.966247268995983,High,58,0.3364675344802952,Medium,63,0.9560848919470404,High,43,0.4596034424186567,Medium,84,0.704151462509987,Low,31,0.7304061251932404,High,6,0.4581621050213287,Low,6,0.2571628804292084,High,69,0.578651668463352,High,31,0.401381174931248,High,24,0.6551036331059437,Medium,85,0.0641817276192451,Low,50
Employee_116,55,11,61024,Finance,7,0.0515938067601833,52,16,1,4,11,0.8390413168250563,High,1,0.4123697222208389,Medium,59,0.6989323986217583,High,97,0.0802259768349243,Medium,89,0.8657254962879093,Low,27,0.8611080263286061,High,59,0.7596643087429147,High,47,0.6665455572722201,High,50,0.0884113716062574,High,43,0.6190568683028658,Medium,2,0.3175435131517257,High,59,0.4296299121856044,Medium,27,0.88636160177059,Low,53,0.9033414029827784,Low,92,0.57225811468424,Low,55,0.9324262520839884,Low,9
Employee_117,28,32,66521,Marketing,3,0.9729335228526624,34,4,2,3,24,0.3118699790233087,High,42,0.6069871087529911,Low,70,0.5509389482345308,High,70,0.2832229911784252,Medium,72,0.2435369519224918,Low,71,0.5986831076607332,Low,76,0.3204879052242395,Medium,96,0.2716920826124198,Low,77,0.5026111921028507,High,13,0.9681664417587144,High,87,0.3071933075459491,High,82,0.2113685025732988,Low,10,0.7570562652312097,Medium,86,0.1077492211782451,Medium,95,0.9973371779744442,Low,38,0.8317200948623155,Low,47
Employee_118,54,5,47074,Marketing,2,0.7435046366543835,38,16,1,2,62,0.1288066874082178,Medium,22,0.0012596138906091,Medium,95,0.8257058061796929,Low,31,0.1969481078865607,High,72,0.7592519386312769,Medium,77,0.7633156049094847,Medium,96,0.6119180081284942,High,5,0.1500520582495844,High,56,0.6075716362321358,Low,74,0.554938122572522,Medium,62,0.2492281906157349,Low,77,0.5904092241451765,High,44,0.3949959131759191,Low,98,0.7892462735244322,Medium,45,0.3658604218592955,High,78,0.6524560434068449,Low,29
Employee_119,46,4,142017,Sales,1,0.8632765274305764,31,7,3,4,7,0.8549487993994892,Low,85,0.1488380515834646,High,57,0.0246116938750605,High,72,0.1873724548465684,High,54,0.2383918847251049,Low,17,0.4466174857326487,Low,65,0.90989283825565,Medium,22,0.0100081575893936,High,10,0.9439369125413206,Low,9,0.9838444805665624,Low,97,0.0562192458862372,High,62,0.5694025164474457,High,91,0.7173730217078786,Low,57,0.8356895625995067,Low,70,0.7560086160332994,Medium,78,0.4767991889805293,Medium,72
Employee_120,39,22,85278,Sales,3,0.7192969705187194,42,9,1,0,98,0.4828303114315724,High,48,0.972292115460334,High,40,0.5117072404144885,Medium,12,0.1637464641286222,Medium,8,0.312210411289662,High,84,0.6913872764905802,Medium,71,0.777945945464743,High,74,0.0399172313466422,Low,76,0.7361409416111765,High,76,0.4391684466962752,Medium,15,0.3382775387916711,Medium,96,0.3699731669298738,Low,88,0.3756593262747649,Medium,90,0.7150698988518406,Low,96,0.0313680008247219,Medium,73,0.94100867954095,High,59
Employee_121,32,39,130501,Marketing,8,0.4194658216769804,35,2,0,4,73,0.9148186042629486,Medium,23,0.3306858933014923,Medium,62,0.0979989054096772,Medium,42,0.1114959488583139,Medium,81,0.1783314026682289,Low,69,0.837167788865113,High,77,0.7391427858641707,Low,72,0.0362929240343816,Low,69,0.2665566450078206,High,25,0.1293210485460346,Medium,17,0.4400775248765604,Low,78,0.6930777317068924,Low,30,0.5289813578475683,High,46,0.6535329640822617,Medium,76,0.3201856540676137,High,45,0.7613211971173571,High,20
Employee_122,51,9,139629,IT,5,0.3104131968873563,45,13,1,1,99,0.1032474730913854,Medium,76,0.2871071612997772,High,47,0.0289353303268162,Medium,3,0.1904284781410854,Low,41,0.2060987562118977,Medium,87,0.2247684959739163,High,96,0.1832749905844994,Medium,25,0.7860734954404688,Low,39,0.9682988189347932,Low,30,0.4940213052291694,Low,77,0.6706618670300285,Low,95,0.4663788322067006,Low,55,0.5771085374877312,Low,49,0.2374521660536228,High,87,0.1258560659834597,High,32,0.7162197643856798,High,49
Employee_123,31,21,38726,HR,6,0.6582529936079636,47,15,1,2,23,0.3414670637233752,High,74,0.9636815864561504,High,62,0.4905782069619527,High,28,0.1140779343421176,Medium,26,0.2247374878712579,High,14,0.7522026742293061,Medium,74,0.1123606098706441,Medium,76,0.7035395139496632,Medium,14,0.780543419066763,High,27,0.066871108207994,High,84,0.4635698058663963,High,86,0.2761653540496458,Low,44,0.9778499269137296,High,88,0.4923121876160996,Medium,92,0.6449211489584917,High,76,0.1220731698313905,Low,72
Employee_124,31,0,83881,HR,8,0.9029217985780827,45,2,4,1,34,0.4410315084803768,High,93,0.4981192381531517,High,20,0.6862652021195871,High,27,0.748047876363718,High,93,0.4951088706253859,Medium,67,0.3061398198794954,Medium,7,0.1884472949790138,Low,25,0.5365635453457435,Low,48,0.4427032029939706,Low,56,0.8556865054267621,Medium,35,0.3706358472207192,Low,19,0.6973109369378238,Low,79,0.9863225958138444,High,5,0.4908254451260819,High,84,0.7696541119669386,Low,39,0.1566701553077876,Medium,21
Employee_125,52,8,96754,Marketing,2,0.2842609477784241,36,17,4,0,67,0.7330673373337644,High,56,0.2018915615830039,Medium,23,0.8830826880329996,Low,85,0.4534740191268362,High,36,0.7972689961796761,High,64,0.6852998000129921,Medium,18,0.6718216640378116,Low,20,0.1794004365824262,Medium,33,0.1438242273003543,Low,43,0.889872883254643,Medium,25,0.9831338915828092,Low,73,0.0760240413518801,Medium,10,0.6759559762549793,Medium,95,0.7740553525171877,Low,53,0.3734481559110251,Medium,78,0.0531115529847976,Medium,51
Employee_126,31,1,61530,IT,7,0.1688947770152808,43,5,2,0,33,0.6306988267678459,Medium,82,0.3809083301926305,Low,46,0.1028293467159354,High,76,0.5468727972473009,Medium,16,0.1080029595776579,Medium,4,0.1897653839264088,Medium,84,0.1004701208211603,High,80,0.3661196829071623,Medium,30,0.2707720793344393,Low,13,0.7652583873251534,Medium,78,0.0352309076090598,Low,93,0.904468280067493,High,74,0.2791433486639406,Low,22,0.3114205663716377,Medium,35,0.3958606096579258,High,15,0.1681492800675632,Low,10
Employee_127,23,33,44260,IT,9,0.7302468906684393,40,10,3,1,50,0.7677768905839077,Low,49,0.4721031479530685,Low,70,0.7801553835100256,Medium,96,0.4067473566405103,High,2,0.0730887426317778,High,41,0.631771025213163,High,90,0.7973835358299797,Low,92,0.6484998431801908,High,65,0.8558528570270757,High,73,0.8284926802838404,Low,84,0.8577544235287253,Low,18,0.9720827113699574,High,13,0.1678999686402809,Medium,90,0.4034108923315525,Low,63,0.4049707039123685,Medium,11,0.725906627507594,Medium,1
Employee_128,42,26,136544,IT,9,0.4856294129681932,53,19,4,0,83,0.6803440280953813,Medium,25,0.3053813652040292,High,5,0.8676784096581672,Low,15,0.0202354258149792,High,64,0.7263619915777971,Low,12,0.0581770622652693,Low,47,0.1192826965337218,Medium,80,0.6260577463201102,High,8,0.5426888028997504,Low,77,0.7684035761980064,High,22,0.9879536962846188,Medium,6,0.1954213794021375,High,2,0.997511158808332,High,60,0.834125079421258,Low,75,0.7935302198659504,High,70,0.995282933180906,High,71
Employee_129,34,6,77908,IT,7,0.9448924360625264,52,11,4,3,79,0.4196702213278733,High,80,0.3913005658872264,High,74,0.2153957703917612,Medium,92,0.9716181296392912,High,28,0.5231654658251976,Medium,60,0.0181731063628054,High,16,0.3009388574906441,Low,64,0.5200824612831368,High,58,0.8465806747578711,High,92,0.6303141445278986,High,81,0.6362523790107459,High,85,0.5639931849435867,High,76,0.3396071011471351,High,70,0.2901335940728647,Low,58,0.3587106418030472,High,93,0.6012758002308068,High,52
Employee_130,32,1,141047,HR,4,0.5993963082632985,53,7,0,3,71,0.1518631601313537,Low,90,0.2902628590856932,High,59,0.3669682439891281,Low,32,0.9479911196162616,Medium,96,0.0290395776775531,Medium,1,0.3430256610972049,Medium,1,0.931727581675308,High,32,0.6360087054345497,Medium,86,0.4597606304994966,Low,25,0.0049515975708664,Medium,20,0.2279372561074175,Medium,15,0.0467901458923888,Medium,79,0.5945394805080446,Low,13,0.5535295576611022,Low,80,0.610866399626644,High,16,0.6707559355144057,Medium,22
Employee_131,22,0,64273,Marketing,9,0.0579326826360486,34,1,2,1,23,0.6891064994596038,Medium,60,0.7651810465347387,Medium,51,0.2749771245561774,Medium,6,0.94047842660435,Low,49,0.7217864525962853,High,79,0.332579639478599,High,29,0.2604388649035208,Low,53,0.8660133093111649,Medium,68,0.3841194785338077,High,22,0.1524192126636654,High,47,0.2750599455668499,Medium,31,0.1933157926259996,Low,66,0.2666281157874086,Medium,33,0.6272904955006081,Low,63,0.2270590972111881,Medium,86,0.3273125170620662,Medium,97
Employee_132,28,7,58028,Finance,6,0.9275516786471376,40,6,4,4,27,0.9495696141468168,Medium,74,0.1100913274809468,High,49,0.5439426531820817,Low,13,0.3466064050227001,Medium,97,0.5711014638822007,High,99,0.5386273487047141,High,13,0.8440103375289211,Low,6,0.6696474312024479,Low,48,0.6302211410200774,High,6,0.3049524884858857,High,73,0.3319922403644592,Low,45,0.0639284244898154,High,8,0.294514823983793,Medium,64,0.9154617178905484,High,86,0.7367742177900737,Low,60,0.0087333243745302,Medium,9
Employee_133,28,36,44715,IT,1,0.2005625422586011,40,9,1,0,88,0.8589583187195426,Medium,1,0.1351286608086922,High,69,0.3750897298075375,Low,33,0.5736712778017615,High,28,0.817552971087286,Low,48,0.8254696102118092,Low,56,0.1028610369577446,High,55,0.7871736546379414,High,5,0.060461930926898,Low,44,0.7175806325681426,Medium,96,0.543967015421145,High,7,0.1559617187816754,High,82,0.5541270466289414,Low,57,0.0048969728163592,High,89,0.7568101586787838,Medium,23,0.4592219810202453,Low,4
Employee_134,57,39,118333,Marketing,1,0.0682113370575583,55,13,3,2,68,0.0211484774162328,Low,5,0.5756942188714084,Low,91,0.5518128392673374,Medium,72,0.9455464050769232,High,37,0.691341670892712,High,22,0.2296861831864673,Low,1,0.7419172087976262,High,70,0.1564372877155428,Low,21,0.0924074240678906,Medium,33,0.670837042440762,Low,35,0.4201766009080057,Low,85,0.4937907765860008,Medium,35,0.809151450287608,Medium,16,0.0545710343966497,Low,10,0.8448185093591339,Medium,89,0.3579820785251307,Medium,92
Employee_135,25,32,57543,Finance,4,0.3518334500083263,58,4,3,3,56,0.2044014345696259,Medium,79,0.0283390014304348,Medium,97,0.2304266940859527,Medium,77,0.8465073040859009,Medium,80,0.9251992750028114,Medium,70,0.2937217454182532,High,52,0.9716808410083,Low,33,0.1917900348167123,Low,51,0.4872979271119396,High,5,0.9247422962448972,Low,22,0.3011317406566967,High,9,0.059619962102038,High,28,0.4550502185777018,Low,2,0.0060442718611893,High,27,0.2194557282314495,Medium,81,0.1469013076784422,Low,64
Employee_136,51,33,143015,Marketing,1,0.7012670391047422,47,18,4,4,63,0.5594452886656631,Medium,79,0.9486261788973668,High,79,0.931807095672602,High,80,0.3502552409810537,Low,22,0.5258705189127282,High,59,0.1144021958338261,High,4,0.3480924042774889,Medium,6,0.6770006066091254,Medium,4,0.3122438124835049,Medium,40,0.1644135561169021,Medium,22,0.4912068912194394,Low,98,0.7907956527339297,Medium,45,0.4418200296975996,High,12,0.0085195293222674,High,98,0.1183656236907991,Medium,42,0.5550093084591751,High,39
Employee_137,33,33,137092,HR,5,0.9957278506652504,32,13,1,0,68,0.0492800692219469,High,85,0.2450714103883694,High,46,0.0400656670044742,Low,79,0.9437370590734544,High,15,0.0238632387601702,Medium,53,0.7337438574228943,Medium,37,0.8313890203140792,High,4,0.0648743356804787,High,6,0.5800578403816988,Medium,74,0.1442572142151604,Medium,33,0.249337544141042,Low,42,0.9678485926661692,Low,64,0.6566780249321326,Low,34,0.7864546011649706,Low,70,0.8635094417385045,Medium,85,0.2125234610648324,High,95
Employee_138,24,13,100407,Marketing,9,0.3931614519185122,30,1,3,4,49,0.3642226345051128,High,4,0.5116779327747398,High,31,0.5248496777470625,Low,41,0.1352486496513498,High,16,0.8626911685943704,High,90,0.8173247472076587,High,24,0.2187710767457275,High,97,0.4411524400398977,High,62,0.36585569245838,High,61,0.485667069181511,Medium,45,0.5689080445409778,Low,75,0.5101087736470656,Medium,52,0.5429752567235626,Low,48,0.2767702971552284,Medium,88,0.46425650031937,Low,62,0.8829557382650491,Medium,65
Employee_139,42,4,133908,Marketing,1,0.617937341526411,31,18,1,4,91,0.5836751920427552,Low,60,0.6586218131260849,Low,30,0.5902417818347167,High,67,0.2187665895562125,Low,2,0.683469324083402,Medium,4,0.564688137467579,Low,88,0.0980333344663754,Medium,2,0.564695024171729,Low,66,0.5995430708761863,High,9,0.6052559906967977,Medium,35,0.7575510083126465,Medium,64,0.5396968968111847,High,21,0.906732246711301,Medium,68,0.5768550299169549,Low,76,0.0424346673824096,High,71,0.0532251916424144,Medium,8
Employee_140,45,3,107689,Marketing,2,0.5413424824038742,45,6,1,0,83,0.3555249068333703,Medium,66,0.7057838949102507,Medium,73,0.8572727765179375,Low,26,0.472698826230514,High,33,0.3787816240366799,High,92,0.0482271988338511,High,43,0.6288848828062527,High,39,0.1451241218449286,High,10,0.0912145892878477,High,46,0.9517634706092656,Medium,96,0.4125935229488643,Medium,72,0.8378876837543195,High,71,0.0481494571204873,Medium,13,0.276758001071347,High,22,0.4169690869249349,Low,34,0.129496256828001,Medium,54
Employee_141,39,5,147648,Finance,1,0.7730327702793596,34,9,4,4,10,0.1920574415845661,Medium,63,0.5411296485418716,Medium,43,0.0455392073297938,High,56,0.6103303997188242,Medium,18,0.7246750777771223,Medium,74,0.4149316031015864,Low,31,0.6192635315245664,Low,14,0.0511841638363589,Medium,68,0.2340802343487585,High,42,0.4665066778796085,High,26,0.4500540674704953,High,17,0.7741191939096693,High,27,0.5013770453714689,Low,94,0.7933784427540755,Medium,50,0.4352603968211154,Low,31,0.2074147786093939,Medium,40
Employee_142,33,29,36256,Sales,8,0.4793137662650568,40,9,1,1,68,0.436726876239053,Medium,69,0.5721278975765696,High,14,0.1172152067305002,High,33,0.3103554137664153,Medium,5,0.8467511469101303,High,58,0.999307140671736,High,15,0.8256135154162775,High,44,0.6997529308286745,Medium,26,0.6122103755427968,High,30,0.0991046427543954,Low,50,0.6830896484255329,Low,51,0.5001971714573462,High,50,0.0467894484630956,Low,79,0.8694019787601689,Medium,82,0.4167688605052259,Low,76,0.1729352842350381,Medium,77
Employee_143,26,10,39977,IT,2,0.989153506910863,49,14,0,2,74,0.6899638628156461,Medium,91,0.489263171949264,Low,1,0.6916433657712436,Medium,59,0.2226657121117108,High,25,0.2048479099042525,Low,69,0.6597616897954401,Low,23,0.2407739983613039,Medium,26,0.2203428516893157,Medium,77,0.4022565326236563,High,71,0.7066159799300222,High,31,0.8411982539737319,Medium,40,0.0496537911309618,Medium,28,0.8515857705065776,High,56,0.4911838624419519,High,19,0.1673421617108045,Low,70,0.107770244387287,High,20
Employee_144,25,34,104124,Sales,8,0.6532063461696652,42,4,2,1,95,0.0921412715292522,Low,10,0.997430121203221,High,99,0.127238354612968,Low,70,0.3790212307813297,Low,39,0.6081364268313967,High,9,0.828105289491101,Medium,99,0.2621069532915825,Low,26,0.3446816360711298,Low,26,0.5582918371850132,Medium,89,0.6385607879383596,High,75,0.8681532254411153,Medium,53,0.0801407915416835,Low,38,0.6726132304838659,Low,23,0.295359404647647,Medium,92,0.0213341557729529,Medium,89,0.2499947363620772,Medium,18
Employee_145,23,2,144064,Finance,2,0.1715250592127308,37,8,1,1,42,0.4627788177607006,High,54,0.8675569723246754,Low,79,0.8304084390294384,Medium,12,0.9232851187818292,Medium,31,0.3853806157592343,Low,59,0.1494055618111814,Low,30,0.0623216184154611,Low,85,0.0281396022932651,High,50,0.2637483430166164,Low,11,0.3535466257307779,High,21,0.4327737214942051,Medium,58,0.2256160486062883,Low,76,0.0485646613778634,Medium,54,0.5094858363377387,Low,92,0.9212157509747873,High,56,0.1114565022401896,High,98
Employee_146,58,6,36491,Marketing,1,0.8911954355919264,41,10,1,0,3,0.2276725948884138,High,11,0.9382721977381392,Medium,2,0.3207780284540675,Low,30,0.4637625949314886,Low,1,0.9760910229725605,Medium,62,0.8489880721667482,High,4,0.962514216792475,Medium,45,0.7106301321340909,Medium,66,0.6149129809248404,Low,73,0.1609099761832335,Medium,81,0.8180736684486468,Low,16,0.3067949724858643,Low,77,0.7429211517337143,High,21,0.2952075662553094,Low,19,0.16221942773151,Medium,46,0.9967219973777492,Medium,4
Employee_147,54,17,131530,Sales,5,0.6847962163575801,33,7,4,2,14,0.916620569074722,Medium,45,0.3919253984103784,High,99,0.3814611260542737,Medium,5,0.4498541951160009,High,64,0.8602774561579672,Medium,86,0.385894320379759,Medium,92,0.8579295039101252,High,57,0.84064860462461,High,41,0.4024936907412644,Low,40,0.1243001998117954,High,43,0.1658042630249804,Medium,70,0.5766874948228468,Low,7,0.964535538899747,Medium,99,0.4422804581668837,Medium,44,0.0601889029374365,Medium,52,0.3665827844127416,Low,38
Employee_148,44,13,82242,Marketing,8,0.3459805447850574,41,8,1,4,55,0.4069747070773581,Low,92,0.6656236824152606,Low,75,0.8191647882290934,Low,66,0.2664897533355037,High,93,0.6147164038466862,High,46,0.6596083281192096,Medium,12,0.9459118003996392,Medium,83,0.7624266136245412,High,39,0.4185354726703965,Low,2,0.378212442909032,Low,41,0.5430162039165374,Low,96,0.8228846629427066,Low,27,0.0910171223454751,High,61,0.5504210723969204,Low,39,0.865565682089066,Low,40,0.7567703120310464,Low,25
Employee_149,41,6,103216,Finance,9,0.0119900940671489,30,17,4,4,74,0.8445005953316044,Medium,29,0.8322587036484002,Low,91,0.2301720711681438,High,1,0.0075192412423682,Low,20,0.6376312173821269,Medium,70,0.2531905430918409,High,27,0.0400674263554871,Low,53,0.2081249605470149,Medium,50,0.2954642088000833,Medium,13,0.3360039996025102,Low,70,0.7010498682915232,High,56,0.6641263723723945,High,46,0.2730269335051515,Medium,66,0.8351290270984904,Medium,48,0.9168790760015958,Low,5,0.3996032608046056,Medium,20
Employee_150,57,27,44970,Finance,1,0.2447870067633051,47,12,3,2,77,0.8087050192706511,Medium,36,0.3795275766090401,Low,24,0.9511752076999856,High,48,0.5249508531300163,Medium,82,0.4480491980658295,Low,66,0.981348949100632,Medium,79,0.1197408020999521,High,46,0.5898838155553723,High,11,0.973879834502868,Low,41,0.7122524973554935,High,96,0.0124903397453455,Low,78,0.803281692011948,Low,79,0.4481890187253371,Medium,65,0.7797973619104765,Low,97,0.7865312509500858,Low,57,0.9958319691205674,High,56
Employee_151,40,14,50227,HR,7,0.9662574473035004,47,10,4,4,47,0.4361437096333025,High,74,0.2655912108179874,Medium,24,0.860880155557807,Low,9,0.3832055061044365,High,95,0.3315635961190604,Medium,76,0.1222028417126789,High,56,0.3717124393628855,Medium,48,0.3031077189675957,Low,18,0.918463054586958,High,30,0.5314997132981666,High,89,0.4051265717253935,Medium,51,0.541043847115642,Medium,28,0.0227147637143576,Medium,79,0.1496073885791312,Low,39,0.8507107935848852,Low,73,0.6115853401527793,Low,35
Employee_152,36,33,127199,IT,1,0.5489675974239704,30,7,1,1,82,0.5781252520507129,High,96,0.551375827237834,Medium,81,0.8267779102094381,High,12,0.583922541967583,Medium,32,0.2123840009052103,Medium,56,0.8732505012864603,High,20,0.5251252441948157,Low,16,0.0588501453491888,Medium,93,0.4035084530289984,Medium,80,0.0665854014170623,High,15,0.5218716985503157,Low,55,0.5018605130521366,Medium,27,0.3260361823015474,Medium,69,0.3031932378990581,Medium,98,0.6605959082207459,Low,83,0.6697422400849152,High,17
Employee_153,53,20,40630,Marketing,7,0.3336126834889038,52,15,0,2,7,0.1512225145612066,High,48,0.6366033496581419,Low,98,0.8104386271801481,High,73,0.6166256377784207,Medium,71,0.1607152808633417,Medium,56,0.8956896054939386,High,31,0.4244606468970547,Low,83,0.931592497166915,Low,14,0.0974605059855105,Medium,93,0.1202985317002933,Medium,60,0.3834907233710439,Low,5,0.382128824026227,Low,99,0.5207283914221005,High,62,0.1156106744937351,Low,92,0.1072184472993954,Medium,62,0.5633839544661454,Low,43
Employee_154,36,35,110541,Marketing,8,0.05857337385857,43,13,2,4,31,0.954419413279487,Medium,20,0.6050195317826818,Low,78,0.0235387232138968,Medium,23,0.9170784409813524,Medium,45,0.2737754869274753,Low,33,0.7296881765288287,Low,12,0.5838976487148502,High,94,0.849609778189309,Medium,9,0.647210647655232,High,57,0.3973840352718004,High,74,0.8758383132113599,Low,44,0.0669888589045213,High,23,0.0139140737598995,Medium,2,0.5637572944698572,High,41,0.5079418706872214,Low,65,0.8463282852216877,Medium,11
Employee_155,43,16,75918,IT,9,0.1488292678356387,47,10,1,3,30,0.6873755593440074,High,86,0.5197346465985422,Low,27,0.7452484800921724,Low,86,0.0534144116707789,High,99,0.4431096141196807,Low,37,0.6721590694518483,High,64,0.3528462110717071,Low,58,0.1605116763016217,Low,50,0.650827309827553,High,40,0.7294176618909671,Low,19,0.7485740554595426,Low,17,0.0736783834977165,High,99,0.7549883844063746,High,85,0.4401293550009689,Medium,29,0.5803248125227543,Low,43,0.5228729237793246,Medium,64
Employee_156,43,24,127601,Finance,5,0.4523646506947237,34,2,3,4,45,0.853826632516613,Medium,50,0.0047100897605981,Low,91,0.6640968610285163,Medium,99,0.3772535042528858,High,46,0.8321683167831018,Medium,19,0.0691507304106922,High,75,0.3200698037574241,High,41,0.388872663592641,High,27,0.3147083851961886,Medium,7,0.9906949164342982,Medium,23,0.8513435249389095,Low,25,0.6137511943537812,Medium,95,0.4539424745579917,High,10,0.3896363218055713,Medium,31,0.5395101311726515,Medium,12,0.3108776693784053,Low,20
Employee_157,47,25,77534,Finance,2,0.79290017861613,50,6,0,0,96,0.370500648472874,Low,87,0.3819334076923673,High,36,0.1912974537964462,Medium,92,0.9660980147452894,Low,8,0.1125676218221717,Medium,33,0.4020514281410673,Low,29,0.2458190426754749,High,96,0.6959468392628381,High,39,0.6819379283418693,Medium,66,0.6890932227453748,Low,18,0.5555729289223431,High,24,0.794695043291173,Medium,12,0.4556477661996324,Low,25,0.7689539799367497,High,69,0.5218418059290907,Low,12,0.4800870764262174,Low,64
Employee_158,44,7,73299,IT,1,0.420282468168441,58,5,3,1,49,0.3283714678862245,High,60,0.1882879775549959,High,48,0.2364822673419465,Medium,11,0.3366406342167959,Low,49,0.9216381863479136,Low,95,0.8703462951777861,Medium,81,0.8278331564472624,Low,59,0.0494299608628074,Medium,90,0.3516342740603597,Medium,18,0.0229790427395376,High,24,0.7916568795235273,High,55,0.9577735252101576,High,94,0.7444487378480382,High,97,0.0185978462660474,Low,68,0.6501435391552833,High,24,0.2118139287927675,Low,14
